c1		c2		c1parents		c2parents		conf		match		info		alt_c1		alt_c2		ignored_c1		ignored_c2	
wd:Q3303463	food truck	obo:ENVO_01000971	food truck	wd:Q580939	commercial vehicle	obo:ENVO_01000602	truck	high		food truck		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3311748	seep	obo:ENVO_01000262	seep	wd:Q161598	groundwater	obo:ENVO_00000027	spring	high		seep		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q332602	continental rise	obo:ENVO_00000274	continental rise	wd:Q271669	landform	obo:ENVO_00002000|obo:ENVO_01000298	slope|continental margin	high		continental rise		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q332784	esker	obo:ENVO_00000282	esker	wd:Q2421276	glacial landform	obo:ENVO_00000283	ridge	high		esker		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3350685	olive grove	obo:ENVO_00000193	olive grove	wd:Q236371	orchard	obo:ENVO_00000117	plantation	high		olive grove		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q336989	hay	obo:ENVO_00002869	hay	wd:Q190903|wd:Q28969364	herbaceous plant|plant material	obo:ENVO_0010003	agricultural environmental material	high		hay		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q33741	lightning	obo:ENVO_01000898	atmospheric lightning			obo:ENVO_01000897|obo:ENVO_02500003	electrostatic discharge process|atmospheric process	high		lightning		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q33837	archipelago	obo:ENVO_00000220	archipelago	wd:Q205895|wd:Q271669	landmass|landform	obo:ENVO_01000813	astronomical body part	high		archipelago		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q340587	achondrite	obo:ENVO_00002050	achondrite	wd:Q60186	meteorite	obo:ENVO_00002049	stony meteorite	high		achondrite		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3432705	Pitfall trap	obo:ENVO_01000976	pitfall trap	wd:Q1758791	insect trap	obo:ENVO_01000975	animal trap	high		pitfall trap		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3455524	administrative region	obo:ENVO_00000004	administrative region	wd:Q1048835|wd:Q56061	political territorial entity|administrative territorial entity	obo:BFO_0000029		high		administrative region		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q34763	peninsula	obo:ENVO_00000305	peninsula	wd:Q205895|wd:Q271669|wd:Q35145263	landmass|landform|natural geographic object	obo:ENVO_00000012|obo:ENVO_00000191|obo:ENVO_01000635	hydrographic feature|solid astronomical body part|land	high		peninsula		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q34795826	moor	obo:ENVO_00000231	moor	wd:Q271669	landform	obo:ENVO_00000243	freshwater wetland ecosystem	high		moor		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3488975	eutrophic lake	obo:ENVO_01000548	eutrophic lake	wd:Q23397	lake	obo:ENVO_00000020	lake	high		eutrophic lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3511952	Tectonic lake	obo:ENVO_01001092	tectonic lake	wd:Q23397	lake	obo:ENVO_00000020	lake	high		tectonic lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3515239	tannery	obo:ENVO_00003323	tannery	wd:Q83405	factory	obo:ENVO_00003861	industrial building	high		tannery		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q351609	liquefied petroleum gas	obo:ENVO_01000553	liquefied petroleum gas	wd:Q5157020	compressed fluid	obo:ENVO_01000558	liquefied hydrocarbon gas	high		liquefied petroleum gas		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3518589	Marine terrace	obo:ENVO_00000509	marine terrace	wd:Q19817101|wd:Q828581	coastal landform|terrace	obo:ENVO_00000508	terrace	high		marine terrace		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3540787	Troposphere	obo:ENVO_01000540	troposphere	wd:Q41291	rocket	obo:ENVO_01000543	atmospheric layer	high		troposphere		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q35509	cave	obo:ENVO_00000067	cave	wd:Q271669|wd:Q35145263|wd:Q863404	landform|natural geographic object|subterranea	obo:ENVO_00000191	solid astronomical body part	high		cave		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q355304	watercourse	obo:ENVO_00000029	watercourse	wd:Q863944	land waters	obo:ENVO_01000618	lotic water body	high		watercourse		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q35666	glacier	obo:ENVO_00000133	glacier	wd:Q59674586	Ice Cover	obo:BFO_0000030		high		glacier		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q35785773	hypereutrophic lake	obo:ENVO_01001019	hypereutrophic lake	wd:Q3488975	eutrophic lake	obo:ENVO_01000548	eutrophic lake	high		hypereutrophic lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q35804094	oligotrophic lake	obo:ENVO_01000774	oligotrophic lake	wd:Q23397	lake	obo:ENVO_00000020	lake	high		oligotrophic lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q358275	sturzstrom	obo:ENVO_01000700	sturzstrom	wd:Q167903	landslide	obo:ENVO_01000692	landslide process	high		sturzstrom		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q358333	liquefied natural gas	obo:ENVO_01000557	liquefied natural gas	wd:Q1059843|wd:Q40858|wd:Q5157020	petroleum product|natural gas|compressed fluid	obo:ENVO_01000558	liquefied hydrocarbon gas	high		liquefied natural gas		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3588927	carbon dioxide emission	obo:ENVO_01000770	carbon dioxide emission	wd:Q989364	environmental emission	obo:ENVO_01000451	atmospheric carbon dioxide	high		carbon dioxide emission		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q360925	Meltwater	obo:ENVO_01000722	meltwater	wd:Q752112	surface water	obo:ENVO_00002006	liquid water	high		meltwater		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3634161	organ culture	obo:ENVO_02000010	organ culture	wd:Q357279	culture	obo:ENVO_02000007	tissue culture	high		organ culture		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q36449705	peatland	obo:ENVO_00000044	peatland	wd:Q170321	wetland	obo:ENVO_00000043	wetland area	high		peatland		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q367004	tuya	obo:ENVO_00000370	tuya	wd:Q8072	volcano	obo:ENVO_00000247	volcano	high		tuya		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q368930	ice floe	obo:ENVO_03000065	ice floe	wd:Q23392	ice	obo:ENVO_01000277	water ice	high		ice floe		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q36956983	ionosphere	obo:ENVO_01000545	ionosphere	wd:Q23497974|wd:Q6999	covering|astronomical body	obo:ENVO_01000543	atmospheric layer	high		ionosphere		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3706062	stream bank	obo:ENVO_00000142	stream bank	wd:Q2897058	bank	obo:ENVO_00000141	bank	high		stream bank		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q3725254	magnetic energy	obo:ENVO_2000021	magnetic energy	wd:Q3725244	electromagnetic energy	obo:ENVO_2000016	potential energy	high		magnetic energy		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q3738260	dimictic lake	obo:ENVO_01000286	dimictic lake	wd:Q3267675	holomictic lake	obo:ENVO_01000285	holomictic lake	high		dimictic lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q37813	ecosystem	obo:ENVO_01001110	ecosystem	wd:Q30336093	biological system	obo:ENVO_01000254	environmental system	high		ecosystem		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q37828	refrigerator	obo:ENVO_01000583	refrigerator	wd:Q12269769	major appliance	obo:ENVO_00003074	manufactured product	high		refrigerator		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q37901	strait	obo:ENVO_00000394	strait	wd:Q1267889|wd:Q2507626	waterway|water area	obo:ENVO_00000395	channel of a watercourse	high		strait		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q382979	hot Jupiter	obo:ENVO_01001131	hot Jupiter	wd:Q121750|wd:Q44559	gas giant|extrasolar planet	obo:ENVO_01001124	giant gas planet	high		hot jupiter		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q385557	slaughterhouse	obo:ENVO_01000925	abattoir	wd:Q10480682|wd:Q13226383	agricultural building|facility	obo:ENVO_00003861	industrial building	high		slaughterhouse		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q389036	methane clathrate	obo:ENVO_01000851	methane clathrate	wd:Q40858	natural gas	obo:ENVO_01000850	clathrate material	high		methane clathrate		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q389824	planetesimal	obo:ENVO_01001148	planetesimal	wd:Q193275	small Solar System body	obo:ENVO_01000799	astronomical body	high		planetesimal		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q39816	valley	obo:ENVO_00000100	valley	wd:Q22978151|wd:Q271669|wd:Q35145263|wd:Q82794	low spot|landform|natural geographic object|geographic region	obo:ENVO_03000015	geographic basin	high		valley		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q40010370	superfund site	obo:ENVO_00002156	Superfund site	wd:Q82794	geographic region	obo:ENVO_00002204	anthropogenic contamination feature	high		superfund site		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q40080	beach	obo:ENVO_00000091	beach	wd:Q17350442|wd:Q19817101|wd:Q468756	venue|coastal landform|shore	obo:ENVO_00000191|obo:ENVO_00000304	solid astronomical body part|shore	high		beach		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q40089	brick	obo:ENVO_01000475	brick	wd:Q944070	artificial stone	obo:ENVO_01000457	masonry unit	high		brick		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4021955	super-Jupiter	obo:ENVO_01001129	super-Jupiter	wd:Q44559	extrasolar planet	obo:ENVO_01000799	astronomical body	high		super-jupiter		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4022	river	obo:ENVO_00000022	river	wd:Q55659167	natural watercourse	obo:ENVO_00000023	stream	high		river		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q40614	fossil	obo:ENVO_00002164	fossil	wd:Q223557	physical object	obo:ENVO_01000009	biotic mesoscopic physical object	high		fossil		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q40691	glacier cave	obo:ENVO_01000364	glacier cave	wd:Q35509	cave	obo:ENVO_00000067|obo:ENVO_00000133	cave|glacier	high		glacier cave		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q40858	natural gas	obo:ENVO_01000552	natural gas	wd:Q12748	fossil fuel	obo:ENVO_01000554	hydrocarbon gas	high		natural gas		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q41560	greenhouse effect	obo:ENVO_02500004	greenhouse effect	wd:Q3249551	process	obo:ENVO_02500003	atmospheric process	high		greenhouse effect		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4169	outer space	obo:ENVO_01000637	outer space	wd:Q11475|wd:Q17334923|wd:Q19829125|wd:Q4235019	vacuum|location|absence|space object	obo:ENVO_00002297|obo:ENVO_00010483	environmental feature|environmental material	high		outer space		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q42045	igneous rock	obo:ENVO_00002013	igneous rock	wd:Q8063	rock	obo:ENVO_00001995	rock	high		igneous rock		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q420490	Hot Neptune	obo:ENVO_01001132	hot Neptune	wd:Q121750|wd:Q44559	gas giant|extrasolar planet	obo:ENVO_01001122	gas planet	high		hot neptune		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q421069	intertidal zone	obo:ENVO_00000316	intertidal zone	wd:Q468756	shore	obo:ENVO_01001199|obo:ENVO_01001201|obo:ENVO_00000304	terrestrial environmental zone|marine environmental zone|shore	high		intertidal zone		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q422211	Site of Special Scientific Interest	obo:ENVO_00000361	site of special scientific interest	wd:Q386426|wd:Q473972	natural heritage|protected area	obo:ENVO_00000358	area of protected biodiversity	high		site of special scientific interest		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q422666	understory	obo:ENVO_01000335	understory	wd:Q37813	ecosystem	obo:ENVO_01000355	vegetation layer	high		understory		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q42299328	Tabular iceberg	obo:ENVO_01001534	tabular iceberg	wd:Q47568	iceberg	obo:ENVO_00000298	marine iceberg	high		tabular iceberg		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q42320	savanna	obo:ENVO_00000261	savanna	wd:Q1006733	grassland	obo:ENVO_00000106	grassland area	high		savanna		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q42372	nebula	obo:ENVO_01000806	nebula	wd:Q1054444	interstellar cloud	obo:ENVO_01000804	astronomical object	high		nebula		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q42523	atoll	obo:ENVO_00000166	atoll	wd:Q205895	landmass	obo:ENVO_00000222	oceanic island	high		atoll		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q4260654	Dry dam	obo:ENVO_00000557	dry dam	wd:Q2630707|wd:Q811979	flood defense|architectural structure	obo:ENVO_00000074	dam	high		dry dam		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q42889	vehicle	obo:ENVO_01000604	vehicle	wd:Q11019|wd:Q3245975	machine|finished good	obo:ENVO_00003074	manufactured product	high		vehicle		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q42962	oil	obo:ENVO_00002985	oil	wd:Q22432558	Oil Islands	obo:ENVO_01000815|obo:ENVO_2000045	liquid environmental material|hydrocarbon-based environmental material	high		oil		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q43059	drought	obo:ENVO_1000745	drought	wd:Q6823473	meteorological disaster	obo:ENVO_01000703	hydrological precipitation process	high		drought		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4318130	Oil sludge	obo:ENVO_00002060	oil sludge	wd:Q7216430	impurity	obo:ENVO_00002176	contaminated sludge	high		oil sludge		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q43193	truck	obo:ENVO_01000602	truck	wd:Q752870	motor vehicle	obo:ENVO_01000601	motor vehicle	high		truck		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q43262	tundra	obo:ENVO_00000112	tundra	wd:Q101998	biome	obo:ENVO_01001305|obo:ENVO_01000180|obo:ENVO_01001370	vegetated area|tundra biome|tundra ecosystem	high		tundra		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q43338	basalt	obo:ENVO_01000236	basalt	wd:Q108689	volcanic rock	obo:ENVO_00002013	igneous rock	high		basalt		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q43483	well	obo:ENVO_00000026	well	wd:Q15324|wd:Q1630622|wd:Q811979	body of water|drinking fountain|architectural structure	obo:ENVO_00000002	anthropogenic geographic feature	high		well		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q43501	zoo	obo:ENVO_00010625	zoological garden	wd:Q13226383|wd:Q15642541|wd:Q178706|wd:Q570116	facility|human-geographic territorial entity|institution|tourist attraction	obo:ENVO_00000011	garden	high		zoo		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q43533	crystal	obo:ENVO_01000845	crystal	wd:Q11438|wd:Q79529|wd:Q908049	solid|chemical substance|bound state	obo:ENVO_01000814	solid environmental material	high		crystal		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q43619	natural environment	obo:ENVO_01000951	natural environment	wd:Q20719696|wd:Q2249676	physico-geographical object|environment	obo:ENVO_01000254	environmental system	high		natural environment		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q44377	tunnel	obo:ENVO_00000068	tunnel	wd:Q12146012|wd:Q16869167|wd:Q20204151	underground building|passageway|hole	obo:ENVO_03000117	channel	high		tunnel		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q4456584	terracette	obo:ENVO_00000441	terracette	wd:Q271669	landform	obo:ENVO_00000283	ridge	high		terracette		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4499769	Chonolith	obo:ENVO_01000632	chonolith	wd:Q61041319	intrusion	obo:ENVO_01000525	rock intrusion	high		chonolith		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q45776	fjord	obo:ENVO_00000039	fjord	wd:Q35116038	shoreline indentation	obo:ENVO_00000137	coastal inlet	high		fjord		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q45782	aquarium	obo:ENVO_00002196	aquarium	wd:Q315630	vivarium	obo:ENVO_00010622	vivarium	high		aquarium		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q459886	petting zoo	obo:ENVO_01000923	petting zoo	wd:Q489357	farmhouse	obo:ENVO_00010625	zoological garden	high		petting zoo		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q46276	kinetic energy	obo:ENVO_2000017	kinetic energy	wd:Q184550|wd:Q28733284	mechanical energy|scalar magnitude	obo:ENVO_2000015	energy	high		kinetic energy		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q463796	impact event	obo:ENVO_01001066	impact event	wd:Q8065	natural disaster	obo:ENVO_02500000	environmental system process	high		impact event		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q465088	alluvial fan	obo:ENVO_00000314	alluvial fan	wd:Q35145263	natural geographic object	obo:ENVO_00000012	hydrographic feature	high		alluvial fan		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q466481	dacite	obo:ENVO_01000442	dacite	wd:Q108689	volcanic rock	obo:ENVO_00002013	igneous rock	high		dacite		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q467410	Biofilm	obo:ENVO_00002034	biofilm	wd:Q5058355	cellular component	obo:ENVO_01000549	mass of biological material	high		biofilm		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q468402	tile	obo:ENVO_01000514	tile	wd:Q206615|wd:Q391414	building material|architectural element	obo:ENVO_00003074	manufactured product	high		tile		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q468756	shore	obo:ENVO_00000304	shore	wd:Q20719696	physico-geographical object	obo:ENVO_00000012|obo:ENVO_01000635	hydrographic feature|land	high		shore		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q46966	ice shelf	obo:ENVO_00000380	ice shelf	wd:Q35666	glacier	obo:ENVO_01001547	land ice mass	high		ice shelf		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q47006425	knackery	obo:ENVO_01000926	knackery	wd:Q3947	house	obo:ENVO_00003861	industrial building	high		knackery		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q47053	estuary	obo:ENVO_00000045	estuary	wd:Q15324|wd:Q3304561|wd:Q3578576	body of water|marine ecosystem|river ecosystem	obo:ENVO_00000063	water body	high		estuary		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q47069	metamorphic rock	obo:ENVO_00002017	metamorphic rock	wd:Q8063	rock	obo:ENVO_00001995	rock	high		metamorphic rock		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q47212	lahar	obo:ENVO_01000699	lahar	wd:Q175768|wd:Q29436423	mudslide|volcanic phenomenon	obo:ENVO_01000697	mudflow	high		lahar		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4746146	amictic lake	obo:ENVO_01000284	amictic lake	wd:Q23397	lake	obo:ENVO_00000020	lake	high		amictic lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q475018	living room	obo:ENVO_01000423	living room	wd:Q180516	room	obo:ENVO_01000426	room	high		living room		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4757656	Psamment	obo:ENVO_00002229	arenosol	wd:Q642404	Entisol	obo:ENVO_00001998	soil	high		psamment		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q477449	salt dome	obo:ENVO_01000505	salt dome	wd:Q15104915|wd:Q271669	mineral deposit|landform	obo:ENVO_01000443	salt mass	high		salt dome		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q48361	chondrite	obo:ENVO_00002048	chondrite	wd:Q60186	meteorite	obo:ENVO_00002049	stony meteorite	high		chondrite		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q483769	ionization energy	obo:ENVO_2000024	ionization energy	wd:Q420754	binding energy	obo:ENVO_2000016	potential energy	high		ionization energy		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q484924	tuff	obo:ENVO_01000661	tuff	wd:Q108689	volcanic rock	obo:ENVO_00001995	rock	high		tuff		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4862338	monomictic lake	obo:ENVO_01000288	monomictic lake	wd:Q3267675	holomictic lake	obo:ENVO_01000285	holomictic lake	high		monomictic lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4862348	polymictic lake	obo:ENVO_01000287	polymictic lake	wd:Q3267675	holomictic lake	obo:ENVO_01000285	holomictic lake	high		polymictic lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4878217	beaver dam	obo:ENVO_00000500	beaver dam	wd:Q6980653	natural barrier	obo:ENVO_00002004	physical object of mesoscopic geological size	high		beaver dam		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q488416	lava field	obo:ENVO_01000437	lava field	wd:Q2221906|wd:Q35145263|wd:Q40157	geographic location|natural geographic object|lava	obo:ENVO_01000352	field	high		lava field		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4925171	Blanket bog	obo:ENVO_00000511	blanket bog	wd:Q1681353	bog	obo:ENVO_00000044	peatland	high		blanket bog		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q494057	photometeor	obo:ENVO_01001009	photometeor			obo:ENVO_01001008	meteor	high		photometeor		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q49506	Delta	obo:ENVO_00000101	delta	wd:Q697175	launch vehicle	obo:ENVO_00000386	river mouth	high		delta		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q496805	saline water	obo:ENVO_00002010	saline water	wd:Q906356	aqueous solution	obo:ENVO_00002006	liquid water	high		saline water		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q498274	Tombolo	obo:ENVO_00000420	tombolo	wd:Q93267	isthmus	obo:ENVO_00000167	bar	high		tombolo		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q4986592	building envelope	obo:ENVO_01000470	building envelope	wd:Q391414	architectural element	obo:ENVO_01000420	building part	high		building envelope		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q502102	borehole	obo:ENVO_00002226	borehole	wd:Q2417288	shaft	obo:ENVO_00000070|obo:ENVO_03000117	construction|channel	high		borehole		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q5031071	canal tunnel	obo:ENVO_00000522	canal tunnel	wd:Q12284|wd:Q44377	canal|tunnel	obo:ENVO_00000066	man-made tunnel	high		canal tunnel		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q504874	gravel pit	obo:ENVO_00000473	gravel pit	wd:Q756944	surface mining	obo:ENVO_00000284	quarry	high		gravel pit		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q505213	sawmill	obo:ENVO_00004638	sawmill	wd:Q83405	factory	obo:ENVO_00003861	industrial building	high		sawmill		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q505781	protoplanetary disk	obo:ENVO_01001150	protoplanetary disk	wd:Q3235978|wd:Q6999	circumstellar disk|astronomical body	obo:ENVO_01000804	astronomical object	high		protoplanetary disk		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q506004	tap water	obo:ENVO_00003096	tap water	wd:Q29053744	liquid water	obo:ENVO_00002011	fresh water	high		tap water		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q506894	littoral zone	obo:ENVO_01000407	littoral zone	wd:Q468756	shore	obo:ENVO_01000408|obo:ENVO_01000317	environmental zone|aquatic environment	high		littoral zone		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q509028	ranch	obo:ENVO_01001207	ranch	wd:Q15642541|wd:Q486972	human-geographic territorial entity|human settlement	obo:ENVO_00000078|obo:ENVO_01000247	farm|rangeland biome	high		ranch		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q514050	fen	obo:ENVO_00000232	fen	wd:Q1681353	bog	obo:ENVO_00000044	peatland	high		fen		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q5164895	container glass	obo:ENVO_01000484	container glass	wd:Q11469	glass	obo:ENVO_01000482	soda-lime glass	high		container glass		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q519105	volcanic field	obo:ENVO_00000354	volcanic field	wd:Q29025902	volcanic landform	obo:ENVO_01000352	field	high		volcanic field		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q51992555	Farmyard manure	obo:ENVO_00003884	farmyard manure	wd:Q185716	manure	obo:ENVO_00003031	animal manure	high		farmyard manure		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q52105	habitat	obo:ENVO_01000739	habitat	wd:Q1496967	territorial entity	obo:ENVO_01001110|obo:ENVO_01000817	ecosystem|biosphere	high		habitat		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q522464	laccolith	obo:ENVO_01000734	laccolith	wd:Q3236743|wd:Q61041319	dome|intrusion	obo:ENVO_01000525	rock intrusion	high		laccolith		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q5254105	dell	obo:ENVO_00000439	dell	wd:Q39816	valley	obo:ENVO_00000100	valley	high		dell		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q531953	outcrop	obo:ENVO_01000302	outcrop	wd:Q35145263	natural geographic object	obo:ENVO_00000191	solid astronomical body part	high		outcrop		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q534853	horse manure	obo:ENVO_00003859	horse manure	wd:Q496	feces	obo:ENVO_00003031	animal manure	high		horse manure		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q54050	hill	obo:ENVO_00000083	hill	wd:Q17334923|wd:Q271669	location|landform	obo:ENVO_00000477	mount	high		hill		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q5477455	Desert pavement	obo:ENVO_01000812	desert pavement	wd:Q4687862	aeolian landform	obo:ENVO_01001311|obo:ENVO_01001357	solid surface layer|desert	high		desert pavement		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q55193679	undersea trough	obo:ENVO_01000654	undersea trough	wd:Q1068705|wd:Q55182671	trough|undersea landform	obo:ENVO_00000499	trough	high		undersea trough		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q554394	ria	obo:ENVO_00000418	ria	wd:Q1172599	inlet	obo:ENVO_00000100	valley	high		ria		[info(label,label,downcase)]	[info(label,label,downcase)]								
